;id_user;id_item;rating;timestamp
31172;10762;6858;5;1204858800
55634;1534;12210;5;1212462000
56206;13368;12268;2;1045274400
5555;200;1253;3;1253329200
43866;14;9270;1;967604400
34177;17;7417;5;977536800
24526;3964;6152;4;960346800
17721;1534;4554;5;1166839200
23289;3909;6106;5;1003028400
44904;2023;9702;5;1318647600
26399;9468;6262;5;1120705200
32499;2509;7090;4;1175396400
1748;1028;85;4;1032318000
53680;205;12086;2;1019185200
28524;10107;6519;5;1132624800
62009;3230;13255;5;1164160800
63818;5199;13589;3;1367204400
66085;728;14326;1;961556400
5666;119;1298;4;1353895200
71994;1249;15706;2;1302058800
47792;6534;10665;5;1267498800
9524;1140;2352;3;1172109600
46462;13480;10206;5;1217905200
32571;861;7096;5;1354240800
28051;9993;6382;5;1138413600
68851;4121;14519;4;1054004400
10443;1753;2613;2;1203649200
7357;3591;2181;5;1374721200
45319;2063;9933;2;1371783600
42849;1075;9069;2;1208055600
21639;12;6017;3;967086000
3228;1845;398;5;1245294000
26855;9155;6283;3;1244602800
18939;1019;4868;5;1317956400
43882;1973;9271;4;1365476400
69601;1788;14761;3;1246849200
32982;3168;7212;5;1339729200
14536;5080;4130;5;1011578400
62649;2525;13387;5;1186282800
30292;4634;6733;3;1224126000
28898;698;6588;4;1207018800
21589;8145;6016;5;993870000
13527;5577;3805;5;1205031600
30981;10705;6840;5;1177729200
44506;1902;9490;5;1289700000
22019;8254;6033;3;965358000
4532;2308;796;4;1117162800
10419;119;2607;4;1312599600
27752;1143;6332;2;1124593200
1455;848;67;5;981079200
35294;4218;7549;4;1015902000
50194;1781;11522;5;1187319600
5513;56;1237;4;1135994400
51120;6118;11897;3;1037671200
68139;17183;14459;5;1092279600
45883;13300;10136;5;1111201200
58255;15839;12450;5;1140318000
59666;5984;12812;3;1123297200
64643;16091;13786;5;1279508400
60362;1768;13009;4;1160881200
10487;1343;2627;5;1182740400
32051;1711;6993;2;1242183600
47595;61;10568;5;1242615600
634;426;41;5;966913200
24539;3735;6152;5;978055200
71090;2526;15323;5;1221274800
34599;9108;7462;1;964148400
33194;11093;7311;5;1353290400
57898;2693;12417;4;1089860400
48082;409;10805;3;1292464800
8089;3872;2251;5;980560800
59734;16089;12852;4;1162263600
7230;3548;2101;4;1198893600
51908;9398;11959;5;1118113200
67294;8694;14428;4;963716400
64225;16765;13667;2;1240369200
27532;9858;6321;4;1177383600
28014;7817;6375;2;1126753200
60503;16207;13036;2;1133920800
69704;119;14815;2;1276225200
60471;2203;13027;4;1280199600
68764;161;14511;3;1051239600
71455;17528;15496;2;1255748400
34336;1607;7426;4;1162004400
4527;2367;796;4;1109732400
64708;2063;13817;5;1370919600
20660;839;5526;5;1158634800
12468;5240;3236;5;1052362800
40659;12620;8536;4;1200621600
58622;106;12477;3;1238900400
51051;876;11872;4;1357178400
21637;8;6017;4;965617200
32423;9650;7082;3;1064890800
32806;454;7161;5;1290218400
28043;2395;6382;5;1062730800
68849;914;14519;4;998881200
22412;108;6058;5;1004493600
26575;9531;6267;4;1122865200
42725;4290;9025;4;1252206000
71981;300;15701;2;1271559600
68317;2418;14477;5;1147834800
52757;1377;12007;5;1138586400
35933;673;7585;5;965876400
12085;1393;3171;5;1064286000
20356;408;5353;4;1245726000
34413;1343;7437;4;1168740000
65485;301;14207;4;1335236400
47282;61;10448;4;1231812000
13810;5806;3954;5;1160535600
57438;6983;12369;5;1242615600
41752;487;8775;4;972266400
61757;1345;13207;4;1178161200
60498;1886;13033;5;1339556400
67974;1051;14440;3;978660000
61846;16434;13231;2;1156561200
69707;2068;14816;4;1280545200
5038;1393;1126;4;1312167600
16523;1590;4207;5;1197943200
65138;1075;14034;2;1284087600
67972;3890;14439;4;994302000
50086;14347;11486;3;1163815200
63841;10296;13590;5;1298257200
34658;957;7467;5;1137981600
36226;877;7613;5;977364000
22623;8421;6068;2;964580400
68452;61;14488;5;1197597600
36159;418;7600;5;1031799600
36163;4961;7601;5;976586400
50867;1708;11759;5;1348801200
385;161;25;3;989377200
6128;2961;1465;4;1160881200
27953;9969;6365;5;1170900000
43587;13031;9241;5;1268017200
61971;3439;13247;2;1190948400
3028;1777;337;5;1229997600
37925;852;7787;4;1106877600
56166;4238;12266;2;1010973600
58051;9663;12430;1;1114484400
16559;1249;4209;3;1303441200
54519;2158;12105;5;988426800
40052;12517;8302;5;1054004400
36791;835;7663;4;985662000
5915;1652;1383;4;1188442800
11053;1781;2804;4;1267326000
1783;1056;85;2;1063854000
68286;843;14470;1;1096426800
61248;16341;13164;5;1141959600
19478;3304;5051;5;1225504800
3892;119;594;3;1331780400
765;8;48;5;965617200
49426;14205;11278;5;1180666800
45879;5946;10136;5;1002942000
6529;2973;1725;5;1171591200
45890;3544;10136;5;1213585200
62471;205;13350;5;1000782000
56549;404;12297;4;1084849200
37476;6220;7733;4;1014606000
56880;2696;12329;3;1060657200
59418;3119;12697;5;1185418800
38616;1186;7889;5;1084849200
48660;1708;11029;4;1245294000
65213;1575;14072;5;1336618800
41894;175;8830;5;1238986800
32535;11022;7095;3;1134784800
23090;167;6088;5;968900400
52348;3744;11984;2;979437600
24935;282;6161;5;983329200
17424;7223;4477;5;1181444400
53927;4209;12093;5;1291082400
67080;4228;14403;4;1110682800
7991;960;2246;5;1213758000
32823;2090;7164;3;1313895600
27410;1225;6314;4;1090983600
65630;16899;14269;5;1356573600
68008;1644;14445;5;1081393200
30681;61;6790;5;1218250800
21061;1683;5729;5;1229047200
25674;6022;6212;2;995166000
1571;919;77;3;998967600
53229;438;12037;5;1128567600
3994;1801;643;4;1349924400
59141;15999;12613;3;1160190000
71048;148;15305;4;1276398000
41069;9574;8637;5;1051671600
66946;2645;14398;5;963284400
28963;161;6600;5;1141959600
45415;2079;9991;3;1353290400
11603;2134;3057;2;1334113200
47107;13674;10384;4;1160622000
15530;6428;4168;5;1075082400
41885;1343;8827;5;1188442800
29469;1973;6653;4;1352340000
16522;6941;4207;4;1196215200
3490;1953;447;5;1273460400
51746;3652;11932;5;968641200
12155;3185;3173;5;1003802400
61139;9284;13149;5;1199239200
50930;1887;11791;4;1294020000
37832;12052;7774;5;1268276400
49670;13713;11348;5;1163642400
11990;4996;3165;5;996375600
44577;1974;9534;4;1330048800
36660;8518;7648;5;983329200
59574;804;12787;5;1206327600
60925;289;13121;4;1003028400
18533;200;4697;4;1240887600
897;546;50;4;1045015200
21077;1257;5732;1;1340334000
62258;455;13317;5;1111978800
17121;2950;4395;4;1105754400
17548;7256;4512;5;1198029600
44433;3571;9433;1;1268967600
14265;352;4116;3;977018400
42984;1657;9092;2;1289008800
44845;2023;9669;4;1297044000
48695;4591;11040;5;1200276000
33737;11295;7374;4;1083726000
7628;24;2222;5;968554800
204;177;13;2;1289095200
33174;2034;7303;5;1339210800
62460;1848;13347;4;1257040800
42312;1607;8921;4;1187578800
38528;12214;7867;3;1083380400
50144;1708;11496;4;1324432800
26817;9629;6282;5;1063594800
43657;13076;9256;5;1248922800
51716;844;11931;5;1275793200
56574;15485;12302;4;1110250800
27055;1322;6293;5;1143428400
13127;5564;3612;5;1132365600
52809;167;12012;4;968986800
23839;497;6119;5;1009418400
54399;15080;12105;5;964580400
6255;2959;1555;4;1120014000
39334;1380;8026;1;1178247600
38629;6997;7890;5;1150945200
63951;1827;13620;4;1295920800
14783;6037;4142;5;975117600
58339;12578;12460;1;1173495600
42796;12944;9054;4;1245812400
11152;175;2829;3;1270090800
26914;1063;6288;4;1090119600
60439;1446;13025;5;1150945200
49745;14264;11378;5;1097809200
17081;4599;4379;4;1141614000
60525;16210;13038;4;1160622000
15257;6175;4161;5;1007344800
68542;3687;14501;4;1068516000
58407;15872;12462;5;1178074800
52407;4150;11984;3;1048215600
28129;404;6406;3;1085022000
29202;1075;6617;5;999658800
62047;1333;13267;5;1379818800
38518;4278;7866;3;1089255600
11915;3954;3160;1;991105200
432;321;29;4;1000004400
57893;3825;12417;4;1079665200
63369;1911;13518;5;1231380000
44262;1831;9372;2;1276916400
41519;1333;8711;2;1346554800
11540;4868;3017;4;1338260400
53287;1150;12044;5;1024542000
1785;1058;85;3;1069120800
67917;370;14436;4;991278000
34728;182;7481;3;999572400
41888;1068;8827;4;1329012000
4097;2147;678;5;962074800
46318;807;10188;4;1316487600
42633;1075;9001;3;1227578400
19060;2119;4939;5;1297735200
63781;2889;13586;5;1233108000
22144;255;6043;4;995166000
3632;1452;495;5;1281409200
54452;15096;12105;4;966049200
21525;8123;6016;2;964494000
68572;17238;14501;5;1179284400
47330;5599;10462;5;1121137200
15241;4090;4161;5;999658800
39111;1163;7950;4;1106532000
7566;1866;2218;5;1238209200
55755;354;12231;2;989118000
31593;1549;6923;4;1230861600
4544;2376;798;3;1136858400
63881;1545;13602;5;1226800800
30852;8171;6806;1;1327975200
4277;1361;734;4;1139709600
42300;1902;8920;5;1188788400
46256;13414;10184;5;1077764400
71238;106;15384;2;1217905200
15715;27;4174;4;1025924400
5913;356;1381;4;1251082800
6111;902;1458;5;1104372000
5920;2505;1387;5;1263520800
16395;6874;4206;5;1096945200
14769;425;4141;4;973908000
23678;8747;6119;5;960433200
40055;4198;8302;5;1057719600
9860;1644;2417;5;1182222000
50267;3803;11562;5;1194055200
22322;2102;6049;5;1383184800
34594;3208;7461;5;1069984800
33074;175;7246;2;1330311600
70238;6776;15036;1;1208142000
44369;356;9405;4;1285729200
31988;119;6975;4;1321236000
39843;1825;8233;5;1275620400
68407;27;14487;3;1022727600
65191;4108;14066;4;1298948400
1692;995;83;3;1028775600
27397;9818;6314;5;1090119600
54562;8150;12105;5;969246000
24486;145;6149;3;1150772400
16222;1223;4197;4;1074564000
60752;1068;13097;3;1185764400
40722;5503;8552;4;1178074800
5205;2597;1177;5;982551600
63934;1711;13620;3;1242961200
39296;1343;8005;5;1140663600
67905;15009;14436;5;988426800
22567;8378;6068;5;963802800
21964;3908;6032;5;994042800
55242;98;12161;5;1138154400
64781;200;13872;4;1312081200
55064;3178;12139;1;1017370800
36733;4120;7658;5;1000522800
39752;12454;8217;5;1171764000
4501;1268;792;4;1108519200
23757;3892;6119;5;983329200
71883;119;15649;4;1316055600
63267;6399;13509;3;1240196400
19286;2147;5035;5;962679600
51877;3977;11957;5;1217818800
39644;10317;8185;3;1139882400
50082;5373;11482;5;1164679200
17711;1615;4547;5;1173063600
64040;1451;13642;5;1231898400
54419;6004;12105;5;964926000
44605;1711;9542;4;1280718000
66242;157;14329;5;967950000
11362;857;2930;5;1229738400
71131;2058;15335;3;1279422000
31923;8932;6958;5;1285470000
37716;4284;7769;3;1050462000
37556;4720;7740;5;1220065200
11331;1333;2913;3;1365994800
58640;6972;12479;5;1121050800
65308;2034;14127;1;1307502000
36099;11721;7589;5;1258336800
9126;4251;2312;2;1055732400
23106;807;6089;4;1131847200
4488;2345;791;5;1082516400
21315;807;5895;4;1300330800
12677;2401;3293;5;1202436000
38484;1012;7864;3;1084158000
12881;1607;3436;4;1261879200
37194;11935;7701;2;1059706800
63174;16638;13493;2;1225936800
11257;1795;2874;4;1270177200
406;306;26;3;1274151600
7033;161;1992;4;1138759200
12009;5010;3165;5;1101261600
4352;2222;758;5;1236654000
47867;13853;10695;5;1123642800
60792;2259;13098;4;1216263600
60112;16138;12975;4;991710000
59488;1393;12740;4;1190862000
59643;3672;12800;5;1061434800
47127;13415;10393;5;1111633200
26762;2330;6273;4;1062126000
13222;1377;3657;5;1178074800
53241;12011;12040;5;1052362800
10628;276;2672;5;1201658400
39299;5230;8007;3;1117076400
31560;754;6911;4;1220324400
20850;5717;5626;5;1174186800
7957;591;2244;4;963198000
4791;2505;944;5;1257472800
62879;16602;13419;5;1183345200
25947;41;6238;3;1279076400
44374;13151;9405;4;1301540400
48817;10795;11071;5;1179975600
25294;339;6181;5;981338400
32531;7857;7095;1;1120100400
40387;1333;8417;5;1296612000
15785;6559;4179;4;1034132400
27580;2943;6323;4;1097118000
70106;4496;14991;4;1170986400
34994;3826;7508;3;986871600
70620;16757;15156;4;1383530400
63532;16687;13538;2;1238382000
68817;6891;14515;4;1086750000
31973;5508;6971;5;1100916000
10604;200;2670;4;1208142000
26690;9584;6272;3;1055041200
18386;1823;4653;5;1246330800
56967;1283;12332;5;1195005600
23328;8628;6107;4;1065150000
55185;11841;12155;4;1008122400
28612;10141;6552;4;1127444400
12552;5279;3254;4;1078801200
14335;5981;4119;5;1228442400
38259;1422;7827;5;1196388000
26219;282;6247;5;995511600
7564;3340;2218;5;1183950000
3364;1891;426;2;1258250400
40114;1075;8303;1;1254106800
68822;300;14515;4;1269140400
31710;5643;6939;4;1219028400
10598;2775;2667;3;1367031600
12321;3058;3192;5;1128222000
40700;1195;8540;4;1130724000
11237;1715;2867;5;1274929200
25923;4249;6232;3;1029639600
14169;5927;4112;5;991105200
26327;115;6261;3;1031713200
1063;657;53;5;997498800
52886;2063;12015;5;1209524400
39964;1246;8285;4;1111719600
43591;13064;9241;5;1275793200
29558;4095;6658;3;1001127600
28310;762;6447;3;991882800
42390;1075;8946;2;1174878000
60129;229;12975;4;996116400
55048;259;12139;3;984193200
63275;1353;13512;2;1203390000
9887;60;2430;5;1208746800
42777;2789;9050;5;1240887600
8621;4102;2267;2;1058324400
16964;1347;4326;5;1132970400
67505;93;14429;3;986180400
55170;1498;12152;4;1271214000
51234;5665;11915;1;967258800
50787;14490;11706;3;1267844400
53599;3881;12078;2;988513200
51385;4990;11920;5;961210800
25785;348;6219;3;1024801200
63862;1911;13594;5;1233108000
29863;7070;6694;4;1184122800
2642;1589;247;5;1171418400
19791;4649;5112;5;1090033200
61372;3716;13181;4;986180400
31249;10792;6861;5;1197943200
59462;1340;12718;5;1223953200
17102;5285;4388;5;1135994400
11048;1769;2802;3;1281927600
50332;13034;11593;5;1378004400
7899;772;2240;4;1315105200
7194;3530;2078;5;1200794400
70713;13967;15192;4;1197338400
34661;8010;7467;5;1230775200
61867;16437;13232;4;1246330800
19775;4266;5104;4;1048734000
12780;5408;3370;3;1248490800
28978;1565;6600;5;1186628400
1742;1025;85;4;1031972400
48970;1384;11108;5;1182135600
35537;3386;7572;5;1132279200
9282;3960;2323;1;1078196400
11688;2079;3102;3;1366254000
34622;14;7462;5;968641200
58071;15804;12433;5;1180234800
27891;2678;6363;4;1080442800
38633;2910;7891;4;1090897200
32072;301;7003;1;1290132000
23503;2067;6113;5;1326247200
26044;1148;6240;4;1014087600
28874;10202;6581;4;1150945200
17521;5877;4503;5;1242442800
5601;2792;1279;5;1261360800
544;376;36;4;992142000
54929;4121;12135;4;1052881200
63652;1705;13563;5;1233712800
44375;772;9405;5;1306378800
47793;3327;10666;5;1140228000
40266;356;8372;5;1268362800
54415;15086;12105;4;964839600
53817;448;12089;5;976586400
49772;14271;11384;5;1151982000
51647;6678;11926;5;990414000
1536;136;75;3;1012183200
15397;6366;4167;4;1024887600
42812;1353;9059;3;1214967600
50611;13737;11650;2;1305169200
10372;2594;2601;4;1182567600
19674;5932;5093;5;1099879200
45865;5530;10133;4;1101175200
60403;16186;13020;5;1238382000
23832;8793;6119;5;1000782000
49761;4504;11379;4;1211511600
21432;8097;6000;5;1202176800
27683;6436;6328;4;1117422000
3030;1779;337;4;1232157600
48189;1451;10841;5;1253674800
9567;4437;2353;4;1110250800
37988;1823;7796;4;1247022000
27945;9967;6365;4;1129600800
5380;2699;1189;4;1151809200
15172;1853;4157;4;1246330800
51431;20;11920;5;980301600
36979;1732;7680;2;992401200
35881;27;7584;5;968986800
45441;1075;10000;2;1360548000
10350;4667;2595;5;1229306400
66639;4095;14374;2;1003370400
6119;2907;1459;2;1107223200
46903;719;10313;4;964753200
25158;1732;6172;4;995079600
62809;5273;13410;4;1189306800
8510;3764;2267;4;982897200
13503;5723;3783;5;1218423600
63756;16720;13584;5;1229824800
54766;15154;12129;3;994906800
33863;704;7378;2;969850800
32832;1075;7167;1;1282878000
12370;5190;3209;4;1091156400
21197;771;5808;3;1255489200
34503;237;7442;5;963111600
30756;135;6805;3;997153200
49740;2073;11376;5;1280804400
71639;1674;15565;4;1307934000
491;343;33;5;1081479600
22908;1459;6073;4;1144724400
22396;12;6058;4;963716400
16633;4971;4226;4;998449200
45109;1972;9793;5;1322532000
46148;13379;10178;2;1078628400
2334;1411;177;1;1149735600
50203;299;11527;5;1249441200
65741;3795;14308;3;970887600
56108;163;12257;4;1041213600
49921;942;11427;5;1171677600
23802;8551;6119;5;962506800
52803;14803;12011;5;1162177200
60467;1911;13027;3;1188010800
15248;6312;4161;4;1002078000
8086;2322;2251;5;977968800
3868;1075;576;2;1347246000
52669;380;12000;5;994906800
35063;10601;7517;5;1193623200
50962;2059;11808;4;1305860400
21961;260;6032;5;992746800
22860;126;6068;5;963284400
28064;10001;6385;5;1129514400
17197;6769;4418;5;1141268400
71859;7501;15633;3;1272855600
60868;11768;13120;5;991018800
22762;4070;6068;3;981684000
31357;300;6884;5;1274670000
30704;562;6791;3;1267066800
56303;15407;12279;4;1028775600
70310;1993;15045;3;1275361200
14034;4956;4101;5;1130896800
37199;1061;7701;1;1086836400
58428;1215;12462;4;1222657200
55824;355;12234;4;1082084400
16479;497;4207;5;1089082800
32902;1249;7186;4;1303441200
32464;40;7084;4;1296784800
1078;669;53;4;968641200
50522;835;11649;4;980647200
24841;9071;6159;5;1053745200
56208;15390;12268;4;1048215600
72536;119;16037;4;1333335600
5836;1249;1330;4;1304132400
71837;1451;15629;4;1259287200
38967;10842;7920;1;1192932000
29182;10292;6616;5;1215658800
60643;1588;13057;1;1177297200
28887;791;6586;5;1160881200
34774;11487;7484;5;1224298800
45798;1974;10123;5;1307761200
16615;771;4214;5;1287284400
12075;2692;3170;5;1051498800
51125;2807;11899;5;1090033200
14138;5885;4111;5;967431600
36355;1021;7623;5;963284400
48197;13919;10846;3;1268362800
8410;1132;2262;2;965703600
63231;857;13501;1;1213498800
70196;17418;15031;5;1161054000
62512;16432;13360;5;1256868000
13021;5375;3535;5;1187578800
52059;14687;11968;5;1102557600
40953;1333;8615;4;1360807200
44127;2885;9323;4;1285729200
32373;300;7070;2;1271127600
42411;1351;8957;5;1245553200
54706;15146;12122;2;979178400
72477;119;15999;3;1344222000
34695;11474;7477;5;1099706400
54146;15004;12101;2;974167200
34814;4766;7488;5;1217559600
41031;93;8637;5;987822000
26506;2135;6266;3;1316314800
39526;3882;8119;5;967345200
53982;340;12098;4;984020400
15775;5293;4177;5;1098241200
53669;309;12085;5;1077332400
8816;3993;2287;4;1109041200
6181;2959;1503;4;1116730800
11702;1786;3110;5;1328234400
20252;2748;5297;5;1112151600
6746;3266;1850;5;1221447600
43160;12984;9133;5;1308452400
52632;12027;11996;4;1089946800
69616;3087;14764;5;1129687200
23213;328;6098;5;1152241200
34422;102;7438;4;967518000
30913;205;6821;2;978487200
11405;1075;2954;3;1317956400
50577;276;11649;5;1202608800
49363;2272;11255;5;1222743600
43515;3069;9237;4;1206759600
16704;2278;4244;5;1288144800
64434;1974;13720;3;1348369200
37300;771;7713;4;1278298800
9474;4398;2348;5;1229047200
26810;941;6282;4;1059534000
31272;1753;6864;5;1171764000
47490;409;10523;5;1141354800
53567;67;12078;5;982029600
33225;1486;7327;4;1376794800
56594;41;12306;3;1279335600
62148;1550;13301;5;1167962400
47259;3327;10437;5;1134957600
70521;300;15116;1;1270954800
67273;380;14427;3;970023600
55441;2581;12191;4;1001905200
55786;203;12232;5;963802800
54487;226;12105;5;977277600
47168;61;10405;5;1242874800
57335;4315;12363;5;1061348400
69154;17093;14552;2;1110337200
65146;1988;14037;4;1288231200
45360;13237;9955;4;1329703200
65010;356;13969;2;1276225200
20583;1883;5492;5;1250391600
31708;1143;6939;3;1218164400
71228;17520;15381;2;1238814000
12966;5500;3500;5;1132884000
7520;3662;2217;5;1365390000
3653;2012;499;4;1313982000
30100;1538;6701;5;1179630000
71509;1835;15512;4;1249614000
41543;1705;8716;5;1236567600
19198;11;5016;4;965703600
16012;3802;4186;4;1087441200
12058;5031;3168;5;987303600
36146;11728;7595;3;1125889200
25900;175;6226;2;1265076000
35090;4347;7521;5;1119236400
8054;44;2250;3;986266800
10246;1143;2554;2;1112238000
58012;15792;12426;3;1091242800
38411;1063;7852;4;1093489200
11968;4987;3164;5;1114570800
12383;3252;3215;4;1148180400
23582;3727;6119;5;964062000
57415;3672;12369;4;1077159600
22149;8269;6043;4;1126753200
61075;16308;13139;4;1162778400
70936;1657;15273;3;1267498800
44238;2073;9360;2;1302404400
232;194;16;5;1003370400
29476;9453;6654;5;1137290400
17833;1761;4584;4;1210561200
69285;6997;14574;5;1149217200
13408;42;3744;5;970110000
25319;367;6184;2;986180400
59763;10550;12869;5;1162695600
5061;771;1143;5;1306465200
56776;1075;12322;4;1052017200
31016;7430;6842;5;1208314800
21102;119;5747;4;1279508400
11753;4883;3143;4;1373252400
61784;2817;13217;5;1375066800
31301;10805;6865;3;1217646000
59044;15984;12570;5;1063854000
5834;2864;1328;5;1375758000
52790;307;12009;5;969850800
58830;1333;12504;1;1276311600
65668;1974;14280;3;1373943600
4152;2178;683;3;1104631200
72302;876;15892;2;1317956400
53930;9103;12093;5;972698400
67307;64;14428;4;961297200
29604;416;6660;5;980733600
70161;10430;15024;1;1169690400
6318;1666;1603;5;1203040800
39402;1343;8069;4;1141614000
36819;1411;7666;5;1149476400
31440;4695;6897;3;1193191200
59562;7199;12783;5;1228010400
26112;6217;6241;4;998276400
3046;1203;337;3;1296439200
27293;4902;6309;5;1086058800
61619;5159;13199;4;994129200
41419;1343;8704;5;1153450800
72148;1769;15807;5;1294279200
20565;1799;5484;5;1265076000
34120;240;7407;4;963457200
40941;1257;8610;4;1151377200
43111;40;9127;4;1293760800
71880;300;15647;2;1270004400
34646;11468;7465;4;1066186800
71140;1725;15338;4;1204426800
33628;3840;7372;5;980992800
6378;3085;1643;2;1186628400
9424;2918;2343;2;1087959600
53395;4265;12061;4;1078110000
69500;17356;14700;4;1125198000
66909;17005;14398;5;1059706800
64519;12540;13743;5;1248577200
71772;17551;15614;4;1271127600
10274;1588;2564;4;1174878000
20662;1561;5526;5;1244602800
56802;438;12324;2;1127790000
71349;300;15437;5;1264816800
14914;6182;4148;5;1161745200
7544;432;2218;5;986698800
53114;12;12033;5;963716400
44144;1393;9333;1;1304650800
509;238;34;4;985402800
16399;6876;4206;5;1101866400
69300;119;14582;1;1334372400
27513;9855;6318;4;1090897200
26005;205;6239;4;1015988400
18289;1819;4645;4;1262743200
35182;4132;7535;4;1075428000
71277;1485;15404;1;1239418800
20433;5344;5405;1;1134007200
60495;3295;13033;5;1212202800
36955;11889;7680;2;991450800
19709;1225;5097;5;1090206000
43544;1127;9241;5;1244430000
51315;14574;11918;5;1058324400
25524;1711;6196;4;1249009200
47101;13672;10381;5;1256349600
60374;7224;13012;1;1214103600
22429;8256;6059;5;1036893600
56012;348;12245;5;1005530400
29393;106;6649;2;1216263600
23604;8442;6119;5;964753200
65560;301;14241;3;1352599200
39524;10031;8117;5;1125111600
31494;1283;6901;5;1199152800
56176;2926;12266;3;1059274800
43464;13038;9222;2;1227578400
29885;4654;6697;4;1155178800
56969;980;12332;3;1195264800
58548;6276;12468;5;1110942000
32965;4019;7205;4;1313982000
55074;1641;12139;4;1226282400
9191;4279;2318;5;1081911600
57041;1995;12338;5;1286074800
19730;7772;5099;5;1113879600
54854;8608;12134;2;965617200
42207;1915;8905;3;1281754800
8794;4163;2284;5;1175137200
56875;9505;12329;4;1054522800
18234;268;4641;3;995425200
15114;1049;4157;3;1020826800
24590;2148;6154;5;983934000
36472;11794;7628;4;1096081200
29855;3294;6694;5;1145415600
28326;6083;6447;5;1008468000
8777;4158;2281;5;1236567600
2743;875;279;5;1238986800
15101;6251;4157;5;1010196000
32462;1452;7084;4;1249700400
39784;12456;8233;4;1136944800
6642;3177;1817;5;986180400
49047;1973;11149;5;1326506400
69575;461;14745;4;1263780000
13934;5852;4031;5;1212375600
42856;8059;9071;3;1188961200
46251;13412;10184;5;1046574000
62761;200;13399;4;1253415600
2464;1481;202;5;1204772400
12459;5233;3233;4;1098241200
46133;2883;10176;4;1189306800
18308;7445;4649;5;965617200
4823;1393;968;4;1287626400
35273;11575;7548;4;966740400
13169;5583;3637;5;1158462000
60898;15547;13120;4;1183777200
10993;1928;2789;4;1264125600
18989;1890;4892;5;1327716000
17431;876;4477;3;1303700400
19558;142;5074;5;1122433200
65884;2;14323;3;963457200
3295;1771;408;5;1254020400
64944;1353;13934;1;1271127600
48679;1708;11036;5;1339124400
48822;2211;11072;3;1232071200
33735;6159;7373;5;1365044400
36395;7957;7626;4;1120618800
24348;8951;6141;5;1168308000
56838;15544;12326;5;1115521200
42085;1581;8879;3;1181271600
6387;3090;1646;5;1169690400
53786;14950;12088;4;969591600
22236;352;6047;5;977277600
15141;5007;4157;5;1081652400
6696;3225;1830;4;1053140400
37322;11955;7715;4;1078887600
64907;1800;13924;3;1284260400
17580;1995;4517;5;1290909600
51259;167;11915;4;968900400
18496;4807;4683;4;1282618800
42724;176;9025;5;1249009200
8906;67;2297;4;1021863600
63179;6399;13493;5;1240196400
33402;11233;7332;3;1046487600
69310;1343;14588;1;1194314400
55967;163;12242;1;1054695600
36119;625;7591;5;976586400
68818;17267;14515;5;1099879200
9287;1197;2323;4;1105322400
9854;1333;2415;4;1371351600
70886;5273;15256;2;1201226400
66538;611;14360;2;982375200
24150;8912;6125;5;1000868400
57028;14761;12338;2;1003370400
27934;9963;6365;5;998535600
23793;8781;6119;5;990759600
15910;6626;4181;4;1256176800
64893;1674;13922;5;1286420400
67304;17046;14428;5;964062000
53050;4553;12022;5;1110942000
10995;356;2789;4;1275620400
46802;1401;10296;5;1129600800
64350;16781;13698;5;1261533600
60808;328;13105;1;1152241200
4319;2180;748;5;1184382000
46511;442;10212;5;1275879600
71554;1607;15530;3;1240887600
22077;42;6038;4;969850800
3231;1848;398;4;1246244400
3628;1075;495;5;1279767600
10776;189;2716;5;1233367200
13425;5692;3748;5;1180494000
19098;7561;4960;5;1345345200
6786;1674;1865;4;1326247200
22620;8418;6068;4;964494000
50858;10950;11753;5;1286679600
45037;2099;9776;5;1375326000
43302;1260;9175;4;1232330400
34051;3230;7400;5;1168826400
1421;354;65;4;988599600
21235;119;5843;3;1369623600
34519;957;7445;4;1138327200
1593;931;77;5;1001646000
32605;4236;7105;4;1129431600
17764;1127;4561;3;1328580000
22703;8470;6068;5;965962800
37266;115;7711;4;1005703200
41643;12454;8744;4;1171764000
49902;13597;11423;5;1228442400
3638;1983;495;5;1295056800
3170;1828;381;4;1246417200
54369;8694;12105;4;963716400
46446;13474;10206;5;1187406000
40214;229;8358;5;997153200
39363;4689;8042;4;1182567600
17901;12;4592;5;963716400
17897;2389;4590;1;1187233200
48740;5731;11053;5;1204426800
40645;1300;8536;5;1150426800
29166;1753;6616;2;1148180400
41811;7402;8801;4;1210906800
20039;1406;5188;4;1220065200
43777;1715;9264;1;1248663600
36457;912;7628;4;997671600
10175;1075;2535;1;1145674800
59030;14276;12562;4;1210561200
23335;1249;6107;4;1083294000
20413;1125;5395;5;1152241200
15598;2268;4168;5;1235617200
58337;7149;12460;5;1120964400
25290;9199;6180;2;1082689200
37243;1081;7707;4;1007604000
35610;155;7578;1;966740400
39991;12506;8299;4;1328148000
69108;17313;14541;5;1174014000
71776;1657;15614;4;1274238000
55447;5825;12191;4;1084071600
6886;3257;1926;5;1184900400
15152;6071;4157;5;1103162400
23266;591;6101;3;963198000
63413;16672;13524;5;1215054000
21728;45;6020;3;963198000
20243;7920;5291;5;1157943600
50264;14375;11559;5;1212721200
32591;5269;7101;4;1109041200
26549;4291;6267;3;1062471600
69317;105;14591;5;1179111600
35398;529;7559;5;973216800
55795;14850;12232;5;1100311200
39834;12478;8233;4;1258941600
43713;2426;9263;4;1233885600
