algorithm,hiperparams,batch_size,interaction_number,user_id,item_id,recommendations
LinGreedy (non_incremental),{'epsilon': 0.5},,283,771,140,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,284,129,39,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,285,129,104,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,286,129,197,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,287,129,151,"[149, 159, 151, 178, 123, 112, 40, 176, 110, 105]"
LinGreedy (non_incremental),{'epsilon': 0.5},,288,129,159,"[26, 171, 139, 17, 47, 184, 57, 138, 83, 13]"
LinGreedy (non_incremental),{'epsilon': 0.5},,289,129,152,"[195, 177, 157, 159, 166, 189, 36, 186, 61, 68]"
LinGreedy (non_incremental),{'epsilon': 0.5},,290,129,180,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,291,129,148,"[39, 55, 47, 113, 87, 1, 30, 101, 38, 175]"
LinGreedy (non_incremental),{'epsilon': 0.5},,292,129,48,"[42, 180, 27, 28, 45, 65, 195, 77, 160, 0]"
LinGreedy (non_incremental),{'epsilon': 0.5},,293,129,85,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,294,129,91,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,295,129,196,"[59, 23, 169, 27, 3, 131, 44, 116, 9, 48]"
LinGreedy (non_incremental),{'epsilon': 0.5},,296,129,146,"[39, 125, 161, 122, 165, 175, 113, 170, 139, 37]"
LinGreedy (non_incremental),{'epsilon': 0.5},,297,710,45,"[96, 137, 162, 44, 49, 29, 109, 170, 71, 187]"
LinGreedy (non_incremental),{'epsilon': 0.5},,298,451,72,"[4, 23, 64, 41, 119, 185, 12, 106, 50, 120]"
LinUCB (incremental),{'alpha': 0.1},10,0,75,163,"[17, 35, 42, 11, 6, 63, 33, 64, 45, 68]"
LinUCB (incremental),{'alpha': 0.1},10,1,75,47,"[17, 35, 42, 11, 6, 63, 33, 64, 45, 68]"
LinUCB (incremental),{'alpha': 0.1},10,2,75,19,"[17, 35, 42, 11, 6, 63, 33, 64, 45, 68]"
LinUCB (incremental),{'alpha': 0.1},10,3,778,107,"[78, 19, 16, 60, 58, 51, 37, 7, 15, 65]"
LinUCB (incremental),{'alpha': 0.1},10,4,778,125,"[78, 19, 16, 60, 58, 51, 37, 7, 15, 65]"
LinUCB (incremental),{'alpha': 0.1},10,5,942,35,"[78, 19, 16, 60, 58, 51, 37, 7, 15, 65]"
LinUCB (incremental),{'alpha': 0.1},10,6,778,65,"[6, 19, 59, 60, 133, 99, 17, 169, 10, 62]"
LinUCB (incremental),{'alpha': 0.1},10,7,942,42,"[6, 19, 59, 60, 133, 99, 17, 169, 10, 62]"
LinUCB (incremental),{'alpha': 0.1},10,8,942,171,"[6, 19, 59, 60, 133, 99, 17, 169, 10, 62]"
LinUCB (incremental),{'alpha': 0.1},10,9,942,164,"[6, 19, 59, 60, 133, 99, 17, 169, 10, 62]"
LinUCB (incremental),{'alpha': 0.1},10,10,942,161,"[6, 19, 59, 60, 133, 99, 17, 169, 10, 62]"
LinUCB (incremental),{'alpha': 0.1},10,11,942,118,"[6, 19, 59, 60, 133, 99, 17, 169, 10, 62]"
LinUCB (incremental),{'alpha': 0.1},10,12,206,42,"[42, 133, 19, 169, 143, 78, 60, 174, 72, 47]"
LinUCB (incremental),{'alpha': 0.1},10,13,232,174,"[169, 154, 133, 143, 43, 3, 10, 42, 33, 185]"
LinUCB (incremental),{'alpha': 0.1},10,14,151,122,"[131, 169, 44, 154, 133, 10, 113, 9, 43, 48]"
LinUCB (incremental),{'alpha': 0.1},10,15,4,106,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,16,4,35,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,17,4,65,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,18,4,29,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,19,4,93,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,20,4,60,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,21,4,58,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,22,4,53,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,23,4,69,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,24,4,84,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,25,4,157,"[131, 107, 116, 157, 122, 181, 44, 144, 124, 182]"
LinUCB (incremental),{'alpha': 0.1},10,26,797,119,"[16, 131, 65, 78, 44, 95, 118, 174, 127, 37]"
LinUCB (incremental),{'alpha': 0.1},10,27,797,48,"[16, 131, 65, 78, 44, 95, 118, 174, 127, 37]"
LinUCB (incremental),{'alpha': 0.1},10,28,91,16,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,29,91,164,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,30,91,117,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,31,91,35,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,32,91,39,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,33,91,181,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,34,306,106,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,35,91,6,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,36,91,84,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,37,91,33,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,38,91,75,"[57, 16, 59, 58, 65, 156, 54, 84, 185, 61]"
LinUCB (incremental),{'alpha': 0.1},10,39,91,29,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,40,91,62,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,41,91,64,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,42,91,63,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,43,91,21,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,44,91,17,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,45,91,99,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,46,91,3,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,47,91,60,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,48,91,157,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,49,91,23,"[131, 113, 154, 44, 79, 123, 126, 5, 185, 152]"
LinUCB (incremental),{'alpha': 0.1},10,50,278,109,"[16, 57, 65, 58, 59, 61, 2, 51, 84, 74]"
LinUCB (incremental),{'alpha': 0.1},10,51,797,59,"[16, 131, 65, 78, 44, 95, 118, 174, 127, 109]"
LinUCB (incremental),{'alpha': 0.1},10,52,592,35,"[59, 111, 113, 74, 3, 83, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,53,592,17,"[59, 111, 113, 74, 3, 83, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,54,592,22,"[59, 111, 113, 74, 83, 3, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,55,592,105,"[59, 111, 113, 74, 83, 3, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,56,592,118,"[59, 111, 113, 74, 83, 3, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,57,592,36,"[59, 111, 113, 74, 83, 3, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,58,592,122,"[59, 111, 113, 74, 83, 3, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,59,592,21,"[59, 111, 113, 74, 83, 3, 160, 85, 181, 61]"
LinUCB (incremental),{'alpha': 0.1},10,60,592,143,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,61,592,79,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,62,592,33,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,63,542,163,"[163, 167, 45, 29, 17, 46, 168, 11, 42, 64]"
LinUCB (incremental),{'alpha': 0.1},10,64,542,185,"[163, 167, 45, 29, 17, 46, 168, 11, 42, 64]"
LinUCB (incremental),{'alpha': 0.1},10,65,542,6,"[163, 167, 45, 29, 17, 46, 168, 11, 42, 64]"
LinUCB (incremental),{'alpha': 0.1},10,66,542,46,"[163, 167, 45, 29, 17, 46, 168, 11, 42, 64]"
LinUCB (incremental),{'alpha': 0.1},10,67,592,76,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,68,592,53,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,69,592,169,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,70,592,88,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,71,592,189,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,72,592,133,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,73,592,55,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,74,592,20,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,75,592,196,"[59, 111, 113, 74, 83, 3, 85, 181, 61, 27]"
LinUCB (incremental),{'alpha': 0.1},10,76,869,143,"[42, 143, 45, 19, 35, 64, 133, 78, 163, 17]"
LinUCB (incremental),{'alpha': 0.1},10,77,869,176,"[42, 143, 45, 19, 35, 64, 133, 78, 163, 17]"
LinUCB (incremental),{'alpha': 0.1},10,78,869,167,"[42, 143, 45, 19, 35, 133, 64, 78, 163, 17]"
LinUCB (incremental),{'alpha': 0.1},10,79,306,168,"[57, 16, 59, 58, 65, 156, 84, 54, 185, 61]"
LinUCB (incremental),{'alpha': 0.1},10,80,306,53,"[57, 16, 59, 58, 65, 156, 84, 54, 185, 61]"
LinUCB (incremental),{'alpha': 0.1},10,81,0,110,"[19, 16, 60, 17, 6, 59, 35, 51, 42, 58]"
LinUCB (incremental),{'alpha': 0.1},10,82,850,103,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,83,850,126,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,84,850,10,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,85,850,99,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,86,850,66,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,87,850,167,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,88,850,5,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,89,850,17,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,90,850,1,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,91,850,58,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,92,850,64,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,93,850,19,"[113, 132, 129, 133, 154, 131, 16, 78, 31, 64]"
LinUCB (incremental),{'alpha': 0.1},10,94,850,60,"[113, 132, 129, 133, 64, 154, 131, 16, 78, 31]"
LinUCB (incremental),{'alpha': 0.1},10,95,267,53,"[29, 16, 6, 168, 172, 61, 163, 45, 60, 62]"
LinUCB (incremental),{'alpha': 0.1},10,96,194,65,"[10, 131, 44, 154, 34, 113, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,97,194,35,"[10, 131, 44, 154, 34, 113, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,98,194,46,"[10, 131, 44, 154, 34, 113, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,99,194,42,"[10, 131, 44, 154, 34, 113, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,100,194,96,"[10, 131, 44, 154, 34, 113, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,101,194,160,"[10, 131, 44, 154, 34, 113, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,102,194,45,"[10, 131, 44, 154, 113, 34, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,103,194,48,"[10, 131, 44, 154, 113, 34, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,104,194,43,"[10, 131, 44, 154, 113, 34, 133, 147, 152, 182]"
LinUCB (incremental),{'alpha': 0.1},10,105,206,168,"[42, 133, 169, 19, 143, 78, 174, 72, 60, 47]"
LinUCB (incremental),{'alpha': 0.1},10,106,129,141,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,107,129,67,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,108,129,89,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,109,129,194,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,110,129,176,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,111,129,75,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,112,129,58,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,113,129,19,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,114,129,76,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,115,129,23,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,116,129,118,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,117,129,45,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,118,129,41,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,119,129,43,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,120,129,87,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,121,129,26,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,122,129,145,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,123,129,150,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,124,129,20,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,125,129,191,"[131, 10, 33, 17, 113, 79, 6, 5, 154, 126]"
LinUCB (incremental),{'alpha': 0.1},10,126,285,124,"[83, 61, 74, 111, 59, 113, 58, 57, 132, 53]"
LinUCB (incremental),{'alpha': 0.1},10,127,285,123,"[83, 61, 74, 111, 59, 113, 58, 57, 132, 53]"
LinUCB (incremental),{'alpha': 0.1},10,128,285,52,"[83, 61, 74, 111, 59, 113, 58, 57, 132, 53]"
LinUCB (incremental),{'alpha': 0.1},10,129,285,102,"[83, 61, 74, 111, 59, 113, 58, 57, 132, 53]"
LinUCB (incremental),{'alpha': 0.1},10,130,850,49,"[113, 132, 129, 133, 64, 176, 154, 131, 16, 78]"
LinUCB (incremental),{'alpha': 0.1},10,131,683,98,"[59, 27, 116, 3, 131, 134, 88, 44, 169, 85]"
LinUCB (incremental),{'alpha': 0.1},10,132,683,87,"[59, 27, 116, 3, 131, 134, 88, 44, 169, 85]"
LinUCB (incremental),{'alpha': 0.1},10,133,683,26,"[59, 27, 116, 3, 131, 134, 88, 44, 169, 85]"
LinUCB (incremental),{'alpha': 0.1},10,134,683,58,"[59, 27, 116, 3, 131, 134, 88, 44, 169, 85]"
LinUCB (incremental),{'alpha': 0.1},10,135,797,109,"[16, 131, 65, 78, 44, 95, 118, 174, 127, 98]"
LinUCB (incremental),{'alpha': 0.1},10,136,112,105,"[131, 107, 16, 172, 44, 174, 29, 10, 168, 122]"
LinUCB (incremental),{'alpha': 0.1},10,137,112,106,"[131, 107, 16, 172, 44, 174, 29, 10, 168, 122]"
LinUCB (incremental),{'alpha': 0.1},10,138,112,138,"[131, 107, 16, 172, 44, 174, 29, 10, 168, 122]"
LinUCB (incremental),{'alpha': 0.1},10,139,769,107,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,140,769,110,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,141,769,137,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,142,769,127,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,143,769,141,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,144,769,124,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,145,769,198,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,146,769,9,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,147,769,103,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,148,769,35,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,149,769,37,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,150,769,8,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,151,769,36,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,152,769,2,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,153,769,116,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,154,769,0,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,155,769,171,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,156,769,164,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,157,769,13,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,158,769,118,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,159,769,52,"[61, 99, 6, 59, 3, 40, 157, 57, 27, 189]"
LinUCB (incremental),{'alpha': 0.1},10,160,42,107,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,161,42,125,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,162,42,127,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,163,42,128,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,164,42,9,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,165,42,0,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,166,42,183,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,167,42,13,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,168,42,17,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,169,42,133,"[113, 154, 131, 181, 59, 43, 160, 30, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,170,471,123,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,171,471,198,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,172,471,16,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,173,471,65,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,174,471,103,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,175,471,35,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,176,471,39,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,177,471,149,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,178,471,97,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,179,471,41,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,180,471,162,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,181,471,80,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,182,471,43,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,183,471,17,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,184,471,61,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,185,471,93,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,186,471,156,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,187,471,68,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,188,471,72,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,189,471,185,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,190,471,67,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,191,471,31,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,192,471,82,"[131, 10, 133, 113, 5, 33, 58, 59, 31, 60]"
LinUCB (incremental),{'alpha': 0.1},10,193,42,88,"[113, 154, 131, 181, 59, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,194,471,20,"[131, 10, 133, 113, 5, 33, 58, 31, 59, 60]"
LinUCB (incremental),{'alpha': 0.1},10,195,42,80,"[113, 154, 131, 181, 59, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,196,42,59,"[113, 154, 131, 181, 59, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,197,42,33,"[113, 154, 131, 181, 59, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,198,42,72,"[113, 154, 131, 181, 59, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,199,42,19,"[113, 154, 131, 181, 59, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,200,42,170,"[113, 154, 59, 131, 181, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,201,471,83,"[113, 154, 59, 131, 181, 43, 133, 160, 111, 44]"
LinUCB (incremental),{'alpha': 0.1},10,202,42,5,"[131, 10, 133, 113, 33, 5, 58, 31, 59, 60]"
LinUCB (incremental),{'alpha': 0.1},10,203,471,92,"[131, 10, 133, 113, 5, 33, 58, 31, 59, 60]"
LinUCB (incremental),{'alpha': 0.1},10,204,471,60,"[131, 10, 133, 113, 5, 33, 58, 31, 59, 60]"
LinUCB (incremental),{'alpha': 0.1},10,205,471,62,"[131, 10, 133, 113, 5, 33, 58, 31, 59, 60]"
LinUCB (incremental),{'alpha': 0.1},10,206,471,85,"[131, 10, 133, 113, 5, 33, 58, 31, 59, 60]"
LinUCB (incremental),{'alpha': 0.1},10,207,471,73,"[131, 10, 133, 113, 5, 33, 58, 31, 59, 60]"
